행정구역,연도,월,연령대,인구수
서울특별시,2008,02,100세 이상,404
부산광역시,2008,02,100세 이상,106
대구광역시,2008,02,100세 이상,79
인천광역시,2008,02,100세 이상,86
광주광역시,2008,02,100세 이상,62
대전광역시,2008,02,100세 이상,51
울산광역시,2008,02,100세 이상,15
경기도,2008,02,100세 이상,365
강원도,2008,02,100세 이상,116
충청북도,2008,02,100세 이상,79
충청남도,2008,02,100세 이상,143
전라북도,2008,02,100세 이상,183
전라남도,2008,02,100세 이상,210
경상북도,2008,02,100세 이상,152
경상남도,2008,02,100세 이상,122
제주특별자치도,2008,02,100세 이상,59
서울특별시,2008,03,0~9세,953594
부산광역시,2008,03,0~9세,306283
대구광역시,2008,03,0~9세,251190
인천광역시,2008,03,0~9세,288383
광주광역시,2008,03,0~9세,170368
대전광역시,2008,03,0~9세,169162
울산광역시,2008,03,0~9세,126565
경기도,2008,03,0~9세,1349738
강원도,2008,03,0~9세,152825
충청북도,2008,03,0~9세,161706
충청남도,2008,03,0~9세,216116
전라북도,2008,03,0~9세,192887
전라남도,2008,03,0~9세,192449
경상북도,2008,03,0~9세,262598
경상남도,2008,03,0~9세,353086
제주특별자치도,2008,03,0~9세,68429
서울특별시,2008,03,10~19세,1282297
부산광역시,2008,03,10~19세,471326
대구광역시,2008,03,10~19세,368595
인천광역시,2008,03,10~19세,395995
광주광역시,2008,03,10~19세,226385
대전광역시,2008,03,10~19세,222093
울산광역시,2008,03,10~19세,176397
경기도,2008,03,10~19세,1612994
강원도,2008,03,10~19세,197633
충청북도,2008,03,10~19세,210510
충청남도,2008,03,10~19세,259825
전라북도,2008,03,10~19세,256918
전라남도,2008,03,10~19세,251409
경상북도,2008,03,10~19세,340421
경상남도,2008,03,10~19세,450479
제주특별자치도,2008,03,10~19세,81145
서울특별시,2008,03,20~29세,1722968
부산광역시,2008,03,20~29세,559326
대구광역시,2008,03,20~29세,368430
인천광역시,2008,03,20~29세,401641
광주광역시,2008,03,20~29세,218287
대전광역시,2008,03,20~29세,229436
울산광역시,2008,03,20~29세,160005
경기도,2008,03,20~29세,1582672
강원도,2008,03,20~29세,198831
충청북도,2008,03,20~29세,212070
충청남도,2008,03,20~29세,275438
전라북도,2008,03,20~29세,249263
전라남도,2008,03,20~29세,238256
경상북도,2008,03,20~29세,362872
경상남도,2008,03,20~29세,433354
제주특별자치도,2008,03,20~29세,74324
서울특별시,2008,03,30~39세,1920562
부산광역시,2008,03,30~39세,563073
대구광역시,2008,03,30~39세,419405
인천광역시,2008,03,30~39세,476935
광주광역시,2008,03,30~39세,248043
대전광역시,2008,03,30~39세,265137
울산광역시,2008,03,30~39세,196831
경기도,2008,03,30~39세,2144488
강원도,2008,03,30~39세,230136
충청북도,2008,03,30~39세,242842
충청남도,2008,03,30~39세,319829
전라북도,2008,03,30~39세,279704
전라남도,2008,03,30~39세,268413
경상북도,2008,03,30~39세,412028
경상남도,2008,03,30~39세,540638
제주특별자치도,2008,03,30~39세,94566
서울특별시,2008,03,40~49세,1718348
부산광역시,2008,03,40~49세,631250
대구광역시,2008,03,40~49세,451544
인천광역시,2008,03,40~49세,507241
광주광역시,2008,03,40~49세,237217
대전광역시,2008,03,40~49세,257094
울산광역시,2008,03,40~49세,214961
경기도,2008,03,40~49세,2041098
강원도,2008,03,40~49세,257235
충청북도,2008,03,40~49세,254308
충청남도,2008,03,40~49세,319987
전라북도,2008,03,40~49세,294308
전라남도,2008,03,40~49세,302104
경상북도,2008,03,40~49세,439391
경상남도,2008,03,40~49세,556423
제주특별자치도,2008,03,40~49세,93269
서울특별시,2008,03,50~59세,1308141
부산광역시,2008,03,50~59세,529004
대구광역시,2008,03,50~59세,312653
인천광역시,2008,03,50~59세,303387
광주광역시,2008,03,50~59세,149691
대전광역시,2008,03,50~59세,168207
울산광역시,2008,03,50~59세,128659
경기도,2008,03,50~59세,1157197
강원도,2008,03,50~59세,189408
충청북도,2008,03,50~59세,177654
충청남도,2008,03,50~59세,236640
전라북도,2008,03,50~59세,227624
전라남도,2008,03,50~59세,237317
경상북도,2008,03,50~59세,344813
경상남도,2008,03,50~59세,381789
제주특별자치도,2008,03,50~59세,61281
서울특별시,2008,03,60~69세,807582
부산광역시,2008,03,60~69세,317972
대구광역시,2008,03,60~69세,187303
인천광역시,2008,03,60~69세,173195
광주광역시,2008,03,60~69세,96243
대전광역시,2008,03,60~69세,94730
울산광역시,2008,03,60~69세,60128
경기도,2008,03,60~69세,715817
강원도,2008,03,60~69세,150925
충청북도,2008,03,60~69세,130277
충청남도,2008,03,60~69세,185325
전라북도,2008,03,60~69세,182226
전라남도,2008,03,60~69세,220657
경상북도,2008,03,60~69세,261433
경상남도,2008,03,60~69세,253251
제주특별자치도,2008,03,60~69세,46088
서울특별시,2008,03,70~79세,364924
부산광역시,2008,03,70~79세,154959
대구광역시,2008,03,70~79세,102149
인천광역시,2008,03,70~79세,94032
광주광역시,2008,03,70~79세,50936
대전광역시,2008,03,70~79세,51816
울산광역시,2008,03,70~79세,29332
경기도,2008,03,70~79세,402899
강원도,2008,03,70~79세,91780
충청북도,2008,03,70~79세,89251
충청남도,2008,03,70~79세,141461
전라북도,2008,03,70~79세,127367
전라남도,2008,03,70~79세,158764
경상북도,2008,03,70~79세,186453
경상남도,2008,03,70~79세,171763
제주특별자치도,2008,03,70~79세,28712
서울특별시,2008,03,80~89세,113276
부산광역시,2008,03,80~89세,43391
대구광역시,2008,03,80~89세,28286
인천광역시,2008,03,80~89세,29943
광주광역시,2008,03,80~89세,16398
대전광역시,2008,03,80~89세,16627
울산광역시,2008,03,80~89세,9324
경기도,2008,03,80~89세,122935
강원도,2008,03,80~89세,30636
충청북도,2008,03,80~89세,27320
충청남도,2008,03,80~89세,42599
전라북도,2008,03,80~89세,40835
전라남도,2008,03,80~89세,49637
경상북도,2008,03,80~89세,60312
경상남도,2008,03,80~89세,52153
제주특별자치도,2008,03,80~89세,9419
서울특별시,2008,03,90~99세,14042
부산광역시,2008,03,90~99세,4096
대구광역시,2008,03,90~99세,2957
인천광역시,2008,03,90~99세,3397
광주광역시,2008,03,90~99세,2058
대전광역시,2008,03,90~99세,1984
울산광역시,2008,03,90~99세,1029
경기도,2008,03,90~99세,14349
강원도,2008,03,90~99세,3936
충청북도,2008,03,90~99세,3340
충청남도,2008,03,90~99세,5157
전라북도,2008,03,90~99세,4800
전라남도,2008,03,90~99세,5906
경상북도,2008,03,90~99세,6982
경상남도,2008,03,90~99세,4850
제주특별자치도,2008,03,90~99세,1858
서울특별시,2008,03,100세 이상,402
부산광역시,2008,03,100세 이상,104
대구광역시,2008,03,100세 이상,77
인천광역시,2008,03,100세 이상,93
광주광역시,2008,03,100세 이상,56
대전광역시,2008,03,100세 이상,52
울산광역시,2008,03,100세 이상,16
경기도,2008,03,100세 이상,377
강원도,2008,03,100세 이상,114
충청북도,2008,03,100세 이상,79
충청남도,2008,03,100세 이상,147
전라북도,2008,03,100세 이상,182
전라남도,2008,03,100세 이상,212
경상북도,2008,03,100세 이상,150
경상남도,2008,03,100세 이상,120
제주특별자치도,2008,03,100세 이상,60
서울특별시,2008,04,0~9세,950418
부산광역시,2008,04,0~9세,304858
대구광역시,2008,04,0~9세,250255
인천광역시,2008,04,0~9세,288076
광주광역시,2008,04,0~9세,169766
대전광역시,2008,04,0~9세,168606
울산광역시,2008,04,0~9세,126125
경기도,2008,04,0~9세,1346978
강원도,2008,04,0~9세,152237
충청북도,2008,04,0~9세,161324
충청남도,2008,04,0~9세,215682
전라북도,2008,04,0~9세,192208
전라남도,2008,04,0~9세,191705
경상북도,2008,04,0~9세,261505
경상남도,2008,04,0~9세,352124
제주특별자치도,2008,04,0~9세,68251
서울특별시,2008,04,10~19세,1282587
부산광역시,2008,04,10~19세,471391
대구광역시,2008,04,10~19세,368960
인천광역시,2008,04,10~19세,396475
광주광역시,2008,04,10~19세,226806
대전광역시,2008,04,10~19세,222520
울산광역시,2008,04,10~19세,176851
경기도,2008,04,10~19세,1617882
강원도,2008,04,10~19세,197890
충청북도,2008,04,10~19세,211053
충청남도,2008,04,10~19세,260330
전라북도,2008,04,10~19세,257295
전라남도,2008,04,10~19세,251992
경상북도,2008,04,10~19세,340555
경상남도,2008,04,10~19세,451380
제주특별자치도,2008,04,10~19세,81344
서울특별시,2008,04,20~29세,1721939
부산광역시,2008,04,20~29세,558127
대구광역시,2008,04,20~29세,367889
인천광역시,2008,04,20~29세,402107
광주광역시,2008,04,20~29세,217917
대전광역시,2008,04,20~29세,229264
울산광역시,2008,04,20~29세,160149
경기도,2008,04,20~29세,1583814
강원도,2008,04,20~29세,198228
충청북도,2008,04,20~29세,211938
충청남도,2008,04,20~29세,274295
전라북도,2008,04,20~29세,248221
전라남도,2008,04,20~29세,237228
경상북도,2008,04,20~29세,361817
경상남도,2008,04,20~29세,432994
제주특별자치도,2008,04,20~29세,74110
서울특별시,2008,04,30~39세,1918054
부산광역시,2008,04,30~39세,561676
대구광역시,2008,04,30~39세,418408
인천광역시,2008,04,30~39세,476970
광주광역시,2008,04,30~39세,247914
대전광역시,2008,04,30~39세,264543
울산광역시,2008,04,30~39세,196608
경기도,2008,04,30~39세,2143075
강원도,2008,04,30~39세,229652
충청북도,2008,04,30~39세,242423
충청남도,2008,04,30~39세,319528
전라북도,2008,04,30~39세,279329
전라남도,2008,04,30~39세,268052
경상북도,2008,04,30~39세,410819
경상남도,2008,04,30~39세,539859
제주특별자치도,2008,04,30~39세,94456
서울특별시,2008,04,40~49세,1718128
부산광역시,2008,04,40~49세,630712
대구광역시,2008,04,40~49세,452075
인천광역시,2008,04,40~49세,507894
광주광역시,2008,04,40~49세,237356
대전광역시,2008,04,40~49세,257562
울산광역시,2008,04,40~49세,215215
경기도,2008,04,40~49세,2046244
강원도,2008,04,40~49세,257642
충청북도,2008,04,40~49세,254775
충청남도,2008,04,40~49세,320545
전라북도,2008,04,40~49세,294593
전라남도,2008,04,40~49세,302231
경상북도,2008,04,40~49세,439644
경상남도,2008,04,40~49세,557074
제주특별자치도,2008,04,40~49세,93377
서울특별시,2008,04,50~59세,1311174
부산광역시,2008,04,50~59세,530126
대구광역시,2008,04,50~59세,313286
인천광역시,2008,04,50~59세,305239
광주광역시,2008,04,50~59세,150288
대전광역시,2008,04,50~59세,168818
울산광역시,2008,04,50~59세,129339
경기도,2008,04,50~59세,1164728
강원도,2008,04,50~59세,190192
충청북도,2008,04,50~59세,178528
충청남도,2008,04,50~59세,237355
전라북도,2008,04,50~59세,228040
전라남도,2008,04,50~59세,237632
경상북도,2008,04,50~59세,345545
경상남도,2008,04,50~59세,383212
제주특별자치도,2008,04,50~59세,61457
서울특별시,2008,04,60~69세,809236
부산광역시,2008,04,60~69세,319127
대구광역시,2008,04,60~69세,187806
인천광역시,2008,04,60~69세,173803
광주광역시,2008,04,60~69세,96364
대전광역시,2008,04,60~69세,94937
울산광역시,2008,04,60~69세,60351
경기도,2008,04,60~69세,717706
강원도,2008,04,60~69세,150986
충청북도,2008,04,60~69세,130229
충청남도,2008,04,60~69세,185368
전라북도,2008,04,60~69세,182319
전라남도,2008,04,60~69세,220147
경상북도,2008,04,60~69세,261467
경상남도,2008,04,60~69세,253818
제주특별자치도,2008,04,60~69세,46163
서울특별시,2008,04,70~79세,367137
부산광역시,2008,04,70~79세,155655
대구광역시,2008,04,70~79세,102709
인천광역시,2008,04,70~79세,94616
광주광역시,2008,04,70~79세,51294
대전광역시,2008,04,70~79세,52099
울산광역시,2008,04,70~79세,29487
경기도,2008,04,70~79세,405506
강원도,2008,04,70~79세,92382
충청북도,2008,04,70~79세,89723
충청남도,2008,04,70~79세,142177
전라북도,2008,04,70~79세,127683
전라남도,2008,04,70~79세,159707
경상북도,2008,04,70~79세,187362
경상남도,2008,04,70~79세,172449
제주특별자치도,2008,04,70~79세,28877
서울특별시,2008,04,80~89세,113701
부산광역시,2008,04,80~89세,43600
대구광역시,2008,04,80~89세,28431
인천광역시,2008,04,80~89세,30103
광주광역시,2008,04,80~89세,16488
대전광역시,2008,04,80~89세,16650
울산광역시,2008,04,80~89세,9374
경기도,2008,04,80~89세,123612
강원도,2008,04,80~89세,30711
충청북도,2008,04,80~89세,27447
충청남도,2008,04,80~89세,42815
전라북도,2008,04,80~89세,41082
전라남도,2008,04,80~89세,49864
경상북도,2008,04,80~89세,60655
경상남도,2008,04,80~89세,52393
제주특별자치도,2008,04,80~89세,9445
서울특별시,2008,04,90~99세,14089
부산광역시,2008,04,90~99세,4106
대구광역시,2008,04,90~99세,2953
인천광역시,2008,04,90~99세,3423
광주광역시,2008,04,90~99세,2051
대전광역시,2008,04,90~99세,1981
울산광역시,2008,04,90~99세,1039
경기도,2008,04,90~99세,14394
강원도,2008,04,90~99세,3961
충청북도,2008,04,90~99세,3356
충청남도,2008,04,90~99세,5160
전라북도,2008,04,90~99세,4826
전라남도,2008,04,90~99세,5911
경상북도,2008,04,90~99세,7031
경상남도,2008,04,90~99세,4846
제주특별자치도,2008,04,90~99세,1867
서울특별시,2008,04,100세 이상,399
부산광역시,2008,04,100세 이상,108
대구광역시,2008,04,100세 이상,72
인천광역시,2008,04,100세 이상,91
광주광역시,2008,04,100세 이상,59
대전광역시,2008,04,100세 이상,52
울산광역시,2008,04,100세 이상,18
경기도,2008,04,100세 이상,385
강원도,2008,04,100세 이상,114
충청북도,2008,04,100세 이상,80
충청남도,2008,04,100세 이상,143
전라북도,2008,04,100세 이상,179
전라남도,2008,04,100세 이상,213
경상북도,2008,04,100세 이상,148
경상남도,2008,04,100세 이상,119
제주특별자치도,2008,04,100세 이상,60
서울특별시,2008,05,0~9세,947468
부산광역시,2008,05,0~9세,303594
대구광역시,2008,05,0~9세,249396
인천광역시,2008,05,0~9세,287482
광주광역시,2008,05,0~9세,169135
대전광역시,2008,05,0~9세,168108
울산광역시,2008,05,0~9세,125776
경기도,2008,05,0~9세,1344902
강원도,2008,05,0~9세,151653
충청북도,2008,05,0~9세,161071
충청남도,2008,05,0~9세,215522
전라북도,2008,05,0~9세,191449
전라남도,2008,05,0~9세,191049
경상북도,2008,05,0~9세,260752
경상남도,2008,05,0~9세,351402
제주특별자치도,2008,05,0~9세,68073
서울특별시,2008,05,10~19세,1282176
부산광역시,2008,05,10~19세,471170
대구광역시,2008,05,10~19세,369103
인천광역시,2008,05,10~19세,396724
광주광역시,2008,05,10~19세,227312
대전광역시,2008,05,10~19세,222747
울산광역시,2008,05,10~19세,177077
경기도,2008,05,10~19세,1620849
강원도,2008,05,10~19세,198015
충청북도,2008,05,10~19세,211205
충청남도,2008,05,10~19세,260744
전라북도,2008,05,10~19세,257499
전라남도,2008,05,10~19세,252260
경상북도,2008,05,10~19세,340547
경상남도,2008,05,10~19세,452011
제주특별자치도,2008,05,10~19세,81484
서울특별시,2008,05,20~29세,1720553
부산광역시,2008,05,20~29세,556412
대구광역시,2008,05,20~29세,367420
인천광역시,2008,05,20~29세,402242
광주광역시,2008,05,20~29세,217577
대전광역시,2008,05,20~29세,229024
울산광역시,2008,05,20~29세,160226
경기도,2008,05,20~29세,1584647
강원도,2008,05,20~29세,197985
충청북도,2008,05,20~29세,212058
충청남도,2008,05,20~29세,274117
전라북도,2008,05,20~29세,247672
전라남도,2008,05,20~29세,236556
경상북도,2008,05,20~29세,360972
경상남도,2008,05,20~29세,432827
제주특별자치도,2008,05,20~29세,73875
